ts,oi_open,oi_high,oi_low,oi_close,api_version,interval,symbol,endpoint,path,fetched_at
2023-07-29 00:00:00+00:00,77173661.0,80637503.0,77099901.0,78996664.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-23T00:40:07.024116+00:00
2023-07-30 00:00:00+00:00,78996664.0,82121942.0,73759793.0,75829002.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-07-31 00:00:00+00:00,75829002.0,80499562.0,73185470.0,74231996.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-01 00:00:00+00:00,74231996.0,78237616.0,70614756.0,78237616.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-02 00:00:00+00:00,78237616.0,79169800.0,68138244.0,71519415.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-03 00:00:00+00:00,71519415.0,78588032.0,69923875.0,77675580.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-04 00:00:00+00:00,77675580.0,78013340.0,71413375.0,73051978.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-05 00:00:00+00:00,73051978.0,73708587.0,70332127.0,70722340.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-06 00:00:00+00:00,70722340.0,72490752.0,66154532.0,67141311.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-07 00:00:00+00:00,67141311.0,69087837.0,59339237.0,61204768.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-08 00:00:00+00:00,61204768.0,65498546.0,60800602.0,62941710.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-09 00:00:00+00:00,62941710.0,70124800.0,60376087.0,63361356.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-10 00:00:00+00:00,63361356.0,65165326.0,61895001.0,64316189.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
2023-08-11 00:00:00+00:00,64316189.0,67305018.0,62375172.0,63036408.0,v3,1d,SUI,oi,/futures/openInterest/ohlc-aggregated-history,2026-04-24T04:10:08.080744+00:00
