ts,open,high,low,close,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-04-28 12:00:00+00:00,0.009237,0.009237,-0.009166,0.00922,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-23T01:05:31.110997+00:00
2025-04-29 00:00:00+00:00,0.00922,0.009809,0.004385,0.009786,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-23T01:05:31.110997+00:00
2025-04-29 12:00:00+00:00,0.009786,0.0098,-0.005203,-0.004929,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-04-30 00:00:00+00:00,-0.004929,0.002562,-0.008196,0.002162,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-04-30 12:00:00+00:00,0.002162,0.002162,-0.013223,0.001742,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-01 00:00:00+00:00,0.001742,0.008777,-0.002758,0.005316,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-01 12:00:00+00:00,0.005316,0.009146,-0.004912,0.00914,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-02 00:00:00+00:00,0.00914,0.009537,-0.001559,-0.001559,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-02 12:00:00+00:00,-0.001559,0.002527,-0.016101,-0.010627,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-03 00:00:00+00:00,-0.010627,-0.000649,-0.017133,-0.008842,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-03 12:00:00+00:00,-0.008842,-0.001067,-0.022484,-0.001194,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-04 00:00:00+00:00,-0.001194,-8.5e-05,-0.013887,-0.009061,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-04 12:00:00+00:00,-0.009061,-0.007961,-0.014336,-0.009358,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-05 00:00:00+00:00,-0.009358,0.00572,-0.012164,-0.003212,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-05 12:00:00+00:00,-0.003212,-0.003212,-0.015709,-0.005826,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-06 00:00:00+00:00,-0.005826,0.003525,-0.007377,0.001382,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-06 12:00:00+00:00,0.001382,0.007194,-0.003077,0.007194,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-07 00:00:00+00:00,0.007194,0.008776,-0.009474,-0.006859,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-07 12:00:00+00:00,-0.006859,0.003317,-0.013737,0.003317,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-08 00:00:00+00:00,0.003317,0.009686,0.003053,0.009675,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-08 12:00:00+00:00,0.009675,0.010003,0.009345,0.009952,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-09 00:00:00+00:00,0.009952,0.011803,0.008955,0.010743,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-09 12:00:00+00:00,0.010743,0.011445,0.009027,0.011159,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-10 00:00:00+00:00,0.011159,0.013495,0.009747,0.010212,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-10 12:00:00+00:00,0.010212,0.015135,0.009009,0.013385,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-11 00:00:00+00:00,0.013385,0.013385,0.002911,0.009345,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-11 12:00:00+00:00,0.009345,0.010058,0.008757,0.009965,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-12 00:00:00+00:00,0.009965,0.012031,0.006707,0.006707,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-12 12:00:00+00:00,0.006707,0.013974,0.006587,0.011251,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-13 00:00:00+00:00,0.011251,0.01267,0.005544,0.006722,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-13 12:00:00+00:00,0.006722,0.013716,0.006631,0.013069,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-14 00:00:00+00:00,0.013069,0.013334,0.008931,0.011124,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
2025-05-14 12:00:00+00:00,0.011124,0.011495,0.009477,0.00957,v4,symbol_interval,12h,AVAX,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:24:23.379739+00:00
