ts,long_quantity,short_quantity,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-10-25 00:00:00+00:00,82828.87,2082.23,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-22T21:30:15.415109+00:00
2025-10-25 12:00:00+00:00,82706.5,2062.98,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T01:05:43.290403+00:00
2025-10-26 00:00:00+00:00,82705.63,2255.53,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T01:05:43.290403+00:00
2025-10-26 12:00:00+00:00,82648.76,2260.1,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-27 00:00:00+00:00,82679.56,2212.65,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-27 12:00:00+00:00,82385.14,2120.72,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-28 00:00:00+00:00,82538.84,2080.24,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-28 12:00:00+00:00,82545.19,2013.56,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-29 00:00:00+00:00,82811.49,2130.41,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-29 12:00:00+00:00,82685.37,2100.34,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-30 00:00:00+00:00,82513.83,2267.58,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-30 12:00:00+00:00,82623.64,2240.83,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-31 00:00:00+00:00,82218.78,2002.12,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-10-31 12:00:00+00:00,82251.16,1875.48,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-11-01 00:00:00+00:00,82232.43,2055.76,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-11-01 12:00:00+00:00,82273.39,2016.66,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
2025-11-02 00:00:00+00:00,82084.19,2004.45,v4,symbol_interval,12h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:24:38.244433+00:00
