exchange,symbol,open_interest_usd,open_interest_quantity,open_interest_by_coin_margin,open_interest_by_stable_coin_margin,open_interest_quantity_by_coin_margin,open_interest_quantity_by_stable_coin_margin,open_interest_change_percent_5m,open_interest_change_percent_15m,open_interest_change_percent_30m,open_interest_change_percent_1h,open_interest_change_percent_4h,open_interest_change_percent_24h,api_version,scope,endpoint,path,fetched_at
All,DOGE,1294510647.5109,13467282030.2691,86372447.26,1208138200.25,897930752.3896,12569351277.8795,-0.01,-0.32,-0.15,2.44,2.73,5.89,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Binance,DOGE,300032105.83163,3120950117.79,30442470.0,269589635.83163,316581426.79,2804368691.0,-0.04,0.0,0.36,8.92,13.49,18.12,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Bitget,DOGE,183546270.1649,1909146095.0,20437503.60266,163108766.56224,212315641.0,1696830454.0,-0.11,-0.15,-0.24,1.17,1.72,8.8,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Gate,DOGE,143761626.33,1495803000.0,0.0,143761626.33,0.0,1495803000.0,0.02,-0.06,0.23,2.13,4.75,4.06,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
OKX,DOGE,124615619.01829997,1296632215.8099394,23755820.0,100859799.01829997,246993345.80993968,1049638869.9999996,0.15,0.08,0.6,1.42,-1.69,-0.66,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Bybit,DOGE,115212427.58,1199096548.24,1619488.0,113592939.58,16838095.24,1182258453.0,-0.06,-0.22,-0.61,0.61,-4.56,-4.36,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
LBank,DOGE,98046318.28902,1019934654.0,0.0,98046318.28902,0.0,1019934654.0,-0.02,-0.13,-0.08,0.0,-0.12,0.6,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
KuCoin,DOGE,77243600.669,803447197.92,23779.0,77219821.669,247697.92,803199500.0,-0.26,-0.67,-1.04,-3.26,-4.65,3.09,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
WhiteBIT,DOGE,65455128.43265,681221090.0,0.0,65455128.43265,0.0,681221090.0,-0.01,-0.02,0.51,8.12,10.23,14.13,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
BingX,DOGE,56226127.06956679,585116144.0427,3691344.339566784,52534782.73,38403499.1632,546712644.8795,0.47,-4.62,-4.26,-8.19,-10.38,-6.29,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
MEXC,DOGE,48358953.4276,502999651.1814,1341460.0,47017493.4276,13950291.1814,489049360.0,0.0,-0.13,0.56,0.96,0.35,-2.16,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Hyperliquid,DOGE,31970272.534222,332562934.0,0.0,31970272.534222,0.0,332562934.0,-0.04,-0.06,0.07,0.06,-1.15,7.07,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Bitunix,DOGE,20468895.9882105,212904095.67,2138138.4777705,18330757.51044,22237529.67,190666566.0,0.04,-0.29,-0.85,3.5,6.18,16.88,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
