exchange,symbol,open_interest_usd,open_interest_quantity,open_interest_by_coin_margin,open_interest_by_stable_coin_margin,open_interest_quantity_by_coin_margin,open_interest_quantity_by_stable_coin_margin,open_interest_change_percent_5m,open_interest_change_percent_15m,open_interest_change_percent_30m,open_interest_change_percent_1h,open_interest_change_percent_4h,open_interest_change_percent_24h,api_version,scope,endpoint,path,fetched_at
HTX,DOGE,8406375.2175,87408960.55503586,1480620.0,6925755.2175,15389460.55503586,72019500.0,-0.12,-1.33,-0.52,-0.51,-2.15,-4.95,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
CoinEx,DOGE,4778810.676955,49678945.0,0.0,4778810.676955,0.0,49678945.0,-0.03,-0.16,0.22,1.56,2.13,13.23,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Aster,DOGE,4440852.80784,46201132.0,0.0,4440852.80784,0.0,46201132.0,0.03,-0.08,-0.17,1.61,1.07,-0.25,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Coinbase,DOGE,3388543.84994,35216627.0,0.0,3388543.84994,0.0,35216627.0,0.26,0.02,0.28,4.09,10.18,22.3,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Kraken,DOGE,2825218.909604,29364517.0,0.0,2825218.909604,0.0,29364517.0,-0.04,-0.45,-0.05,-0.37,-3.69,-6.32,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Bitmex,DOGE,2339587.534196,24308745.06,1441823.837636,897763.69656,14973765.06,9334980.0,0.0,-0.18,-0.02,0.43,-0.22,-9.06,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Lighter,DOGE,1900953.43306,19773380.0,0.0,1900953.43306,0.0,19773380.0,-0.03,-0.25,-0.22,0.77,1.44,7.08,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
Crypto.com,DOGE,828010.716,8607180.0,0.0,828010.716,0.0,8607180.0,-0.54,-0.74,-1.69,-2.94,-3.68,0.2,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
dYdX,DOGE,664949.030727168,6908800.0,0.0,664949.030727168,0.0,6908800.0,0.0,0.01,-0.07,0.1,-0.02,2.23,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-23T01:09:25.922456+00:00
All,DOGE,1357215040.6696,13998585135.0641,83648134.24,1273566906.43,862241808.6551,13136343326.409,-0.16,-0.03,-0.07,-0.34,-0.45,1.87,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Binance,DOGE,349841654.13181,3608652796.78,30071270.0,319770384.13181,310109002.78,3298543794.0,-0.14,-0.03,-0.1,-0.17,0.39,5.66,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Bitget,DOGE,176750422.275494,1823018759.0,18672233.220704,158078189.05479,192360416.0,1630658343.0,-0.53,-0.34,-0.39,-2.37,-2.27,-4.01,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Gate,DOGE,150911214.2784,1556427540.0,0.0,150911214.2784,0.0,1556427540.0,0.35,0.46,0.64,0.12,-3.79,6.88,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
OKX,DOGE,132448643.91649994,1365979031.7398467,23529830.0,108918813.91649994,242525561.73984745,1123453469.9999993,-0.05,-0.05,-0.03,0.17,2.51,5.06,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Bybit,DOGE,119125746.86,1228828065.19,1635652.0,117490094.86,16857178.19,1211970887.0,-0.16,-0.1,-0.24,-0.44,-1.22,1.26,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
LBank,DOGE,98976827.1456,1020800610.0,0.0,98976827.1456,0.0,1020800610.0,-0.23,-0.1,-0.18,-0.45,-0.71,1.56,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
KuCoin,DOGE,76205260.1868,785632274.71,53131.0,76152129.1868,552354.71,785079920.0,-0.22,-0.1,0.1,-0.12,4.34,-0.24,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
WhiteBIT,DOGE,76143737.176272,785699781.0,0.0,76143737.176272,0.0,785699781.0,-0.1,-0.01,-0.09,-0.08,0.99,6.47,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
MEXC,DOGE,58546663.0264,603873212.3147,1482730.0,57063933.0264,15287452.3147,588585760.0,-0.07,0.27,-0.01,3.09,1.8,21.2,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
BingX,DOGE,35801633.78437515,369314453.0425,3461411.944375155,32340221.84,35710429.6335,333604023.409,-0.22,0.0,-0.14,-0.68,-8.21,-36.63,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Hyperliquid,DOGE,31677090.156688,326706032.0,0.0,31677090.156688,0.0,326706032.0,-0.16,-0.04,0.0,-0.6,-0.62,-0.33,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Bitunix,DOGE,21541726.8296528,222206133.72,1841552.5944828,19700174.23517,18987035.72,203219098.0,-1.38,-0.93,-0.73,-2.09,-0.96,2.99,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
HTX,DOGE,8876889.183,91522531.71707588,1493300.0,7383589.183,15399131.717075886,76123400.0,-0.2,-0.14,-0.53,-0.08,3.73,5.19,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
CoinEx,DOGE,4863056.38624,50127500.0,0.0,4863056.38624,0.0,50127500.0,-0.24,0.05,-0.24,-0.24,-0.39,2.2,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Aster,DOGE,4735379.94265,48843527.0,0.0,4735379.94265,0.0,48843527.0,-0.25,-0.15,-0.21,3.02,0.54,7.39,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Kraken,DOGE,2719819.39401,28028395.0,0.0,2719819.39401,0.0,28028395.0,-0.34,-0.21,-0.3,-0.13,-1.33,-2.8,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Coinbase,DOGE,2564873.19466,26439266.0,0.0,2564873.19466,0.0,26439266.0,-0.3,-0.23,-0.72,-0.76,-6.33,-22.75,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Bitmex,DOGE,2312094.399144888,23782815.85,1407023.483874888,905070.91527,14453245.85,9329570.0,-0.39,-0.15,-0.61,-0.75,-3.05,-0.76,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Lighter,DOGE,1646970.91962,16984860.0,0.0,1646970.91962,0.0,16984860.0,-0.22,-0.1,-0.22,-0.43,-1.16,-1.23,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
Crypto.com,DOGE,854878.85595,8810550.0,0.0,854878.85595,0.0,8810550.0,-0.45,-0.29,-0.2,-0.75,2.31,4.95,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
dYdX,DOGE,670458.62629327,6907000.0,0.0,670458.62629327,0.0,6907000.0,-0.23,-0.07,-0.58,-0.68,-0.87,1.72,v4,snapshot,oi_exchange,futures/open-interest/exchange-list,2026-04-24T04:29:19.786324+00:00
