ts,long_quantity,short_quantity,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-11-07 08:00:00+00:00,64742.49,141.12,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-22T21:26:23.546072+00:00
2025-11-07 12:00:00+00:00,64783.71,140.17,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-07 16:00:00+00:00,64834.12,141.27,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-07 20:00:00+00:00,64883.32,140.72,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-08 00:00:00+00:00,64883.19,187.72,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-08 04:00:00+00:00,64932.95,189.45,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-08 08:00:00+00:00,64988.24,142.45,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-08 12:00:00+00:00,65026.74,141.87,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T00:59:35.412841+00:00
2025-11-08 16:00:00+00:00,65076.95,137.99,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-08 20:00:00+00:00,65198.47,143.93,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-09 00:00:00+00:00,65246.55,147.61,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-09 04:00:00+00:00,65313.68,159.45,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-09 08:00:00+00:00,65383.96,179.08,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-09 12:00:00+00:00,65448.14,166.83,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-09 16:00:00+00:00,65426.45,130.53,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-09 20:00:00+00:00,65477.35,145.84,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-10 00:00:00+00:00,65466.98,128.63,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-10 04:00:00+00:00,65450.89,132.9,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-10 08:00:00+00:00,65441.3,134.94,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-10 12:00:00+00:00,65479.3,135.92,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-10 16:00:00+00:00,65409.31,139.96,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-10 20:00:00+00:00,65342.8,139.32,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-11 00:00:00+00:00,65421.0,146.81,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-11 04:00:00+00:00,65417.42,145.38,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-11 08:00:00+00:00,65467.17,146.54,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-11 12:00:00+00:00,65473.92,144.32,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-11 16:00:00+00:00,65451.12,142.64,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-11 20:00:00+00:00,65543.82,146.42,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-12 00:00:00+00:00,65583.86,140.68,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-12 04:00:00+00:00,65581.58,139.5,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-12 08:00:00+00:00,65582.96,133.29,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-12 12:00:00+00:00,65547.15,131.14,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-12 16:00:00+00:00,65863.03,137.17,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-12 20:00:00+00:00,65979.4,128.43,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
2025-11-13 00:00:00+00:00,65999.94,131.7,v4,symbol_interval,4h,BTC,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:14:52.349334+00:00
