ts,open_basis,close_basis,open_change,close_change,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-11-07 12:00:00+00:00,0.0355,0.068,0.0007,0.0014,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-07 16:00:00+00:00,0.068,0.0691,0.0014,0.0015,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-07 20:00:00+00:00,0.0691,0.0373,0.0015,0.0008,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-08 00:00:00+00:00,0.042,0.0327,0.0009,0.0007,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-08 04:00:00+00:00,0.028,0.0463,0.0006,0.001,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-08 08:00:00+00:00,0.0509,0.0611,0.0011,0.0013,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-08 12:00:00+00:00,0.0564,0.0483,0.0012,0.001,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-23T00:57:37.554736+00:00
2025-11-08 16:00:00+00:00,0.0531,0.0715,0.0011,0.0015,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-24T04:12:18.845657+00:00
2025-11-08 20:00:00+00:00,0.0667,0.0424,0.0014,0.0009,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-24T04:12:18.845657+00:00
2025-11-09 00:00:00+00:00,0.0424,0.0437,0.0009,0.0009,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-24T04:12:18.845657+00:00
2025-11-09 04:00:00+00:00,0.0534,0.0523,0.0011,0.0011,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-24T04:12:18.845657+00:00
2025-11-09 08:00:00+00:00,0.0523,0.0526,0.0011,0.0011,v4,symbol_interval,4h,SUI,basis,futures/basis/history,2026-04-24T04:12:18.845657+00:00
