ts,long_quantity,short_quantity,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-10-25 00:00:00+00:00,82828.87,2082.23,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-22T21:28:15.312686+00:00
2025-10-25 06:00:00+00:00,82806.08,2083.41,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T01:02:47.896107+00:00
2025-10-25 12:00:00+00:00,82706.5,2062.98,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T01:02:47.896107+00:00
2025-10-25 18:00:00+00:00,82707.7,2270.68,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T01:02:47.896107+00:00
2025-10-26 00:00:00+00:00,82705.63,2255.53,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-23T01:02:47.896107+00:00
2025-10-26 06:00:00+00:00,82705.62,2277.47,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-26 12:00:00+00:00,82648.76,2260.1,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-26 18:00:00+00:00,82620.48,2218.89,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-27 00:00:00+00:00,82679.56,2212.65,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-27 06:00:00+00:00,82627.9,2131.14,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-27 12:00:00+00:00,82385.14,2120.72,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-27 18:00:00+00:00,82350.31,2097.54,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-28 00:00:00+00:00,82538.84,2080.24,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-28 06:00:00+00:00,82560.65,2127.04,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-28 12:00:00+00:00,82545.19,2013.56,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-28 18:00:00+00:00,82678.42,2055.25,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-29 00:00:00+00:00,82811.49,2130.41,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-29 06:00:00+00:00,82685.06,2104.9,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-29 12:00:00+00:00,82685.37,2100.34,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-29 18:00:00+00:00,82677.76,2073.18,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-30 00:00:00+00:00,82513.83,2267.58,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-30 06:00:00+00:00,82513.36,2215.9,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-30 12:00:00+00:00,82623.64,2240.83,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-30 18:00:00+00:00,82187.64,2013.72,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-31 00:00:00+00:00,82218.78,2002.12,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-31 06:00:00+00:00,82249.3,2060.41,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-31 12:00:00+00:00,82251.16,1875.48,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-10-31 18:00:00+00:00,82246.95,1965.78,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-01 00:00:00+00:00,82232.43,2055.76,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-01 06:00:00+00:00,82235.68,2058.02,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-01 12:00:00+00:00,82273.39,2016.66,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-01 18:00:00+00:00,82096.45,2004.7,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-02 00:00:00+00:00,82084.19,2004.45,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-02 06:00:00+00:00,82080.78,1994.31,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-02 12:00:00+00:00,82020.88,2228.34,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-02 18:00:00+00:00,82007.96,2248.63,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-03 00:00:00+00:00,81983.8,2098.26,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-03 06:00:00+00:00,81994.51,2094.48,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-03 12:00:00+00:00,83738.44,1186.59,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
2025-11-03 18:00:00+00:00,81681.02,2018.27,v4,symbol_interval,6h,ETH,bitfinex_margin,bitfinex-margin-long-short,2026-04-24T04:19:37.769488+00:00
