ts,premium,premium_rate,coinbase_price,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-08-16 00:00:00+00:00,94.91,0.0809,117436.95,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-22T21:27:09.421329+00:00
2025-08-16 06:00:00+00:00,104.22,0.0886,117700.0,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-23T01:00:57.124991+00:00
2025-08-16 12:00:00+00:00,90.6,0.0772,117469.12,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-23T01:00:57.124991+00:00
2025-08-16 18:00:00+00:00,86.91,0.0738,117779.9,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-23T01:00:57.124991+00:00
2025-08-17 00:00:00+00:00,75.03,0.0639,117455.69,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-23T01:00:57.124991+00:00
2025-08-17 06:00:00+00:00,88.14,0.0747,118088.14,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-17 12:00:00+00:00,68.1,0.0576,118376.1,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-17 18:00:00+00:00,66.9,0.0567,117966.91,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-18 00:00:00+00:00,83.58,0.0712,117488.59,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-18 06:00:00+00:00,84.8,0.0733,115772.79,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-18 12:00:00+00:00,63.51,0.0553,115010.78,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-18 18:00:00+00:00,55.27,0.0475,116484.25,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-19 00:00:00+00:00,59.7,0.0514,116286.75,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-19 06:00:00+00:00,32.75,0.0285,115005.65,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-19 12:00:00+00:00,41.34,0.0358,115550.05,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-19 18:00:00+00:00,-13.51,-0.0119,113506.6,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-20 00:00:00+00:00,-22.11,-0.0196,112850.84,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-20 06:00:00+00:00,10.63,0.0093,113718.62,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-20 12:00:00+00:00,-5.11,-0.0045,113661.58,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-20 18:00:00+00:00,17.74,0.0155,114215.28,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-21 00:00:00+00:00,4.77,0.0042,114276.0,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-21 06:00:00+00:00,-17.35,-0.0152,113977.77,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-21 12:00:00+00:00,-31.13,-0.0275,113117.52,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-21 18:00:00+00:00,-21.27,-0.0189,112389.65,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-22 00:00:00+00:00,-24.26,-0.0216,112475.74,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-22 06:00:00+00:00,-51.04,-0.0451,113190.94,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-22 12:00:00+00:00,-26.48,-0.0236,112293.53,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-22 18:00:00+00:00,-18.23,-0.0156,117005.78,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-23 00:00:00+00:00,-25.51,-0.0218,116910.49,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-23 06:00:00+00:00,-63.27,-0.0546,115891.24,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-23 12:00:00+00:00,-48.58,-0.0421,115261.55,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-23 18:00:00+00:00,-33.06,-0.0287,115054.91,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-24 00:00:00+00:00,-54.19,-0.0469,115383.87,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-24 06:00:00+00:00,-40.33,-0.0351,114955.68,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-24 12:00:00+00:00,-33.16,-0.0289,114697.06,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-24 18:00:00+00:00,-55.17,-0.0482,114368.26,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-25 00:00:00+00:00,-15.59,-0.0137,113478.0,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-25 06:00:00+00:00,-20.24,-0.018,112289.76,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-25 12:00:00+00:00,-25.7,-0.0231,111189.27,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-25 18:00:00+00:00,3.49,0.0031,112434.89,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-26 00:00:00+00:00,15.76,0.0143,110127.74,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-26 06:00:00+00:00,16.21,0.0147,110212.21,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-26 12:00:00+00:00,2.38,0.0022,109878.91,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-26 18:00:00+00:00,5.32,0.0048,109993.39,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-27 00:00:00+00:00,24.82,0.0222,111788.04,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
2025-08-27 06:00:00+00:00,-6.42,-0.0058,111365.76,v4,symbol_interval,6h,BTC,coinbase_premium,coinbase-premium-index,2026-04-24T04:16:48.349912+00:00
