ts,open_basis,close_basis,open_change,close_change,api_version,scope,interval,symbol,endpoint,path,fetched_at
2025-08-16 00:00:00+00:00,0.0537,0.0386,62.94,45.38,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-22T21:26:56.294259+00:00
2025-08-16 06:00:00+00:00,0.0387,0.0325,45.48,38.12,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-23T01:00:24.808656+00:00
2025-08-16 12:00:00+00:00,0.0324,0.0296,38.02,34.8,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-23T01:00:24.808656+00:00
2025-08-16 18:00:00+00:00,0.0296,0.0434,34.79,50.96,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-23T01:00:24.808656+00:00
2025-08-17 00:00:00+00:00,0.0433,0.0462,50.86,54.51,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-23T01:00:24.808656+00:00
2025-08-17 06:00:00+00:00,0.0461,0.0458,54.4,54.11,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-17 12:00:00+00:00,0.0457,0.0457,54.0,53.8,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-17 18:00:00+00:00,0.0456,0.0436,53.71,51.21,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-18 00:00:00+00:00,0.0436,0.0414,51.11,47.89,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-18 06:00:00+00:00,0.0415,0.0411,47.99,47.27,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-18 12:00:00+00:00,0.0411,0.0497,47.17,57.89,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-18 18:00:00+00:00,0.0497,0.0374,57.78,43.45,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-19 00:00:00+00:00,0.0374,0.0408,43.45,46.9,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-19 06:00:00+00:00,0.0408,0.0413,46.9,47.71,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-19 12:00:00+00:00,0.0413,0.0532,47.71,60.31,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-19 18:00:00+00:00,0.0531,0.0432,60.21,48.74,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-20 00:00:00+00:00,0.0433,0.0319,48.85,36.3,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-20 06:00:00+00:00,0.0318,0.0345,36.19,39.18,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-20 12:00:00+00:00,0.0346,0.0416,39.29,47.53,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-20 18:00:00+00:00,0.0416,0.0444,47.54,50.74,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-21 00:00:00+00:00,0.0444,0.053,50.73,60.42,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-21 06:00:00+00:00,0.0529,0.0428,60.32,48.46,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-21 12:00:00+00:00,0.043,0.0312,48.65,35.01,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-21 18:00:00+00:00,0.0311,0.0336,34.92,37.8,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-22 00:00:00+00:00,0.0336,0.0397,37.8,44.89,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-22 06:00:00+00:00,0.0396,0.042,44.78,47.2,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-22 12:00:00+00:00,0.042,0.0437,47.11,51.1,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-22 18:00:00+00:00,0.0438,0.0329,51.21,38.49,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-23 00:00:00+00:00,0.0329,0.0298,38.5,34.51,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-23 06:00:00+00:00,0.0299,0.0377,34.61,43.43,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-23 12:00:00+00:00,0.0376,0.0331,43.33,38.07,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-23 18:00:00+00:00,0.033,0.0528,37.97,60.95,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-24 00:00:00+00:00,0.0528,0.0218,60.96,25.11,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-24 06:00:00+00:00,0.0218,0.0246,25.11,28.22,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-24 12:00:00+00:00,0.0247,0.0175,28.32,20.02,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
2025-08-24 18:00:00+00:00,0.0175,0.0417,20.03,47.29,v4,symbol_interval,6h,BTC,basis,futures/basis/history,2026-04-24T04:16:10.223914+00:00
