ts,buy,sell,api_version,scope,interval,symbol,endpoint,path,fetched_at
2023-07-29 00:00:00+00:00,31694754.8364,34204557.3834,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-23T01:06:33.597716+00:00
2023-07-30 00:00:00+00:00,45957699.3453,53872345.046,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-07-31 00:00:00+00:00,61766046.9691,59906513.0962,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-01 00:00:00+00:00,94772885.2503,98397014.4251,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-02 00:00:00+00:00,57577275.8537,62447319.8651,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-03 00:00:00+00:00,85262527.329,93397271.6387,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-04 00:00:00+00:00,53528251.6844,57543398.8824,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-05 00:00:00+00:00,29485412.3405,30460302.6619,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-06 00:00:00+00:00,50762777.2223,50819833.1352,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-07 00:00:00+00:00,53247333.3518,58240269.7551,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-08 00:00:00+00:00,52761173.6581,50679676.6917,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-09 00:00:00+00:00,62024319.4299,67010052.3433,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-10 00:00:00+00:00,39753862.9151,41754599.4631,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-11 00:00:00+00:00,30351249.3169,33899989.6109,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-12 00:00:00+00:00,17444500.656,19184983.2734,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-13 00:00:00+00:00,22705056.6617,26525757.6516,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-14 00:00:00+00:00,25157077.3732,27665977.1136,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-15 00:00:00+00:00,40093322.5307,48961304.8073,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-16 00:00:00+00:00,81692524.2673,84882067.8372,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-17 00:00:00+00:00,86234444.7426,97010648.8848,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-18 00:00:00+00:00,48510447.3648,48885659.0448,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-19 00:00:00+00:00,189246335.6418,183049173.3962,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-20 00:00:00+00:00,307325710.767,307876137.7751,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-21 00:00:00+00:00,134386620.2917,146134781.4388,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-22 00:00:00+00:00,251853587.3615,249945419.766,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-23 00:00:00+00:00,484028135.6647,448342158.6762,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-24 00:00:00+00:00,268541286.0981,271146475.2945,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-25 00:00:00+00:00,212726454.1763,215118495.8315,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-26 00:00:00+00:00,397440854.8665,382869702.3562,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-27 00:00:00+00:00,201016713.6834,198475052.82,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-28 00:00:00+00:00,183667051.2115,197011026.2589,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-29 00:00:00+00:00,238348132.5722,249270505.3209,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-30 00:00:00+00:00,97481432.381,104809709.2447,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-08-31 00:00:00+00:00,102804700.1309,110812723.8417,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-01 00:00:00+00:00,91072888.6475,97662193.5625,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-02 00:00:00+00:00,49352571.2695,51268521.0693,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-03 00:00:00+00:00,69503489.3761,71032770.3915,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-04 00:00:00+00:00,78718847.8588,79898195.9106,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-05 00:00:00+00:00,64433657.6673,65231096.2387,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-06 00:00:00+00:00,72833372.372,73033659.9068,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-07 00:00:00+00:00,44782174.0539,47667959.0735,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
2023-09-08 00:00:00+00:00,42132029.1349,45830124.7909,v4,symbol_interval,1d,SUI,taker_agg,futures/aggregated-taker-buy-sell-volume/history,2026-04-24T04:25:46.134256+00:00
