ts,open,high,low,close,api_version,scope,interval,symbol,endpoint,path,fetched_at
2023-07-29 00:00:00+00:00,0.009128,0.011663,0.00389,0.010113,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-23T01:08:35.710858+00:00
2023-07-30 00:00:00+00:00,0.010113,0.011931,0.006818,0.009215,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-07-31 00:00:00+00:00,0.009215,0.014804,-0.004411,-0.004411,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-01 00:00:00+00:00,-0.004411,0.016044,-0.004411,0.007463,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-02 00:00:00+00:00,0.007463,0.012031,-0.003272,0.002823,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-03 00:00:00+00:00,0.002823,0.014686,0.002823,0.009968,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-04 00:00:00+00:00,0.009968,0.016792,0.007265,0.007275,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-05 00:00:00+00:00,0.007275,0.014681,0.001686,0.011901,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-06 00:00:00+00:00,0.011901,0.013001,-0.002202,0.010073,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-07 00:00:00+00:00,0.010073,0.015745,0.005216,0.005757,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-08 00:00:00+00:00,0.005757,0.011747,-0.000692,0.00175,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-09 00:00:00+00:00,0.00175,0.012598,0.000198,0.008809,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-10 00:00:00+00:00,0.008809,0.015741,0.005981,0.010825,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-11 00:00:00+00:00,0.010825,0.014384,0.009579,0.010068,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-12 00:00:00+00:00,0.010068,0.012887,0.007037,0.007234,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-13 00:00:00+00:00,0.007234,0.012601,0.007234,0.010199,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-14 00:00:00+00:00,0.010199,0.016044,0.006644,0.008057,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-15 00:00:00+00:00,0.008057,0.015833,0.000673,0.00068,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-16 00:00:00+00:00,0.00068,0.014516,-0.001663,0.003809,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-17 00:00:00+00:00,0.003809,0.012428,-0.035169,-0.033512,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-18 00:00:00+00:00,-0.033512,0.003732,-0.033512,-0.005596,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-19 00:00:00+00:00,-0.005596,0.007983,-0.011293,-0.003909,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-20 00:00:00+00:00,-0.003909,0.009609,-0.011466,-0.000443,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-21 00:00:00+00:00,-0.000443,0.013255,-0.008468,-0.00846,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-22 00:00:00+00:00,-0.00846,0.015402,-0.011731,-0.002679,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-23 00:00:00+00:00,-0.002679,0.012977,-0.008956,-0.008605,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-24 00:00:00+00:00,-0.008605,0.01328,-0.011758,0.002618,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-25 00:00:00+00:00,0.002618,0.013564,-0.00214,0.00102,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-26 00:00:00+00:00,0.00102,0.011013,0.00102,0.009397,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-27 00:00:00+00:00,0.009397,0.01178,0.001167,0.003958,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-28 00:00:00+00:00,0.003958,0.010434,0.00048,0.002226,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-29 00:00:00+00:00,0.002226,0.009452,-0.012562,0.004635,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-30 00:00:00+00:00,0.004635,0.009558,-0.00306,-0.002545,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-08-31 00:00:00+00:00,-0.002545,0.011273,-0.005824,-0.005272,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-01 00:00:00+00:00,-0.005272,0.010575,-0.007691,-0.007691,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-02 00:00:00+00:00,-0.007691,0.009102,-0.012701,-0.005012,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-03 00:00:00+00:00,-0.005012,0.008606,-0.005012,0.005361,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-04 00:00:00+00:00,0.005361,0.008702,-0.00539,0.001381,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-05 00:00:00+00:00,0.001381,0.011289,-0.003481,-0.003447,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-06 00:00:00+00:00,-0.003447,0.011146,-0.005499,0.001088,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-07 00:00:00+00:00,0.001088,0.012115,-0.001801,-0.001203,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-08 00:00:00+00:00,-0.001203,0.011541,-0.010376,0.002748,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-09 00:00:00+00:00,0.002748,0.009031,0.000941,0.006721,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-10 00:00:00+00:00,0.006721,0.008188,-0.000454,0.002741,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-11 00:00:00+00:00,0.002741,0.005008,-0.014151,-0.014008,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-12 00:00:00+00:00,-0.014008,0.003735,-0.014008,-0.009453,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-13 00:00:00+00:00,-0.009453,0.006179,-0.009453,-0.00023,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-14 00:00:00+00:00,-0.00023,0.010501,-0.00023,0.001081,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-15 00:00:00+00:00,0.001081,0.013186,-0.003624,0.000867,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-16 00:00:00+00:00,0.000867,0.012689,-0.001177,0.00596,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-17 00:00:00+00:00,0.00596,0.008638,-0.00331,0.000362,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-18 00:00:00+00:00,0.000362,0.013653,-0.002803,0.001438,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-19 00:00:00+00:00,0.001438,0.015843,-0.00439,-0.00439,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-20 00:00:00+00:00,-0.00439,0.008465,-0.008801,-0.000528,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-21 00:00:00+00:00,-0.000528,0.012362,-0.001813,0.004542,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-22 00:00:00+00:00,0.004542,0.009906,-0.000904,0.001428,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-23 00:00:00+00:00,0.001428,0.008825,-0.00057,0.004996,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-24 00:00:00+00:00,0.004996,0.01083,0.002088,0.004989,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-25 00:00:00+00:00,0.004989,0.010472,-0.003045,-0.001808,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-26 00:00:00+00:00,-0.001808,0.010325,-0.006576,-0.001823,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-27 00:00:00+00:00,-0.001823,0.010305,-0.003089,0.00679,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-28 00:00:00+00:00,0.00679,0.011592,0.004337,0.004337,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-29 00:00:00+00:00,0.004337,0.009643,-0.00148,0.005589,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-09-30 00:00:00+00:00,0.005589,0.011141,0.003621,0.008446,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-01 00:00:00+00:00,0.008446,0.010643,0.003668,0.009708,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-02 00:00:00+00:00,0.009708,0.012544,-0.00413,0.002237,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-03 00:00:00+00:00,0.002237,0.010602,-0.002419,-0.00072,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-04 00:00:00+00:00,-0.00072,0.011065,-0.006941,-0.003439,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-05 00:00:00+00:00,-0.003439,0.010134,-0.013863,-0.000852,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-06 00:00:00+00:00,-0.000852,0.011964,-0.005483,-0.00257,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-07 00:00:00+00:00,-0.00257,0.010214,-0.011203,0.009444,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-08 00:00:00+00:00,0.009444,0.010405,0.002385,0.006752,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-09 00:00:00+00:00,0.006752,0.008635,-0.020305,-0.009565,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-10 00:00:00+00:00,-0.009565,0.011039,-0.014528,-0.00407,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-11 00:00:00+00:00,-0.00407,0.017435,-0.00407,-0.003197,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-12 00:00:00+00:00,-0.003197,0.011819,-0.006532,0.005647,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-13 00:00:00+00:00,0.005647,0.012772,-0.002963,0.001767,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-14 00:00:00+00:00,0.001767,0.011389,-0.004518,0.005931,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
2023-10-15 00:00:00+00:00,0.005931,0.011834,0.00235,0.003897,v4,symbol_interval,1d,XRP,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:20.653424+00:00
