ts,open,high,low,close,api_version,scope,interval,symbol,endpoint,path,fetched_at
2023-07-29 00:00:00+00:00,0.00926,0.013704,0.006446,0.010188,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-23T01:08:13.548172+00:00
2023-07-30 00:00:00+00:00,0.010188,0.011112,0.008192,0.009409,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-07-31 00:00:00+00:00,0.009409,0.012148,-0.002108,-0.002074,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-01 00:00:00+00:00,-0.002074,0.017762,-0.002074,0.00844,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-02 00:00:00+00:00,0.00844,0.013453,0.003465,0.006881,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-03 00:00:00+00:00,0.006881,0.019215,0.006881,0.011863,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-04 00:00:00+00:00,0.011863,0.018057,0.009493,0.009615,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-05 00:00:00+00:00,0.009615,0.012735,0.004325,0.010935,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-06 00:00:00+00:00,0.010935,0.011726,0.001421,0.010777,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-07 00:00:00+00:00,0.010777,0.016508,0.007093,0.007585,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-08 00:00:00+00:00,0.007585,0.011254,0.001296,0.004438,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-09 00:00:00+00:00,0.004438,0.011381,0.002851,0.009219,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-10 00:00:00+00:00,0.009219,0.015019,0.007904,0.010466,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-11 00:00:00+00:00,0.010466,0.013443,0.00976,0.009899,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-12 00:00:00+00:00,0.009899,0.012437,0.007975,0.008242,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-13 00:00:00+00:00,0.008242,0.011333,0.008242,0.010094,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-14 00:00:00+00:00,0.010094,0.017437,0.007752,0.008771,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-15 00:00:00+00:00,0.008771,0.017909,0.002497,0.002497,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-16 00:00:00+00:00,0.002497,0.011834,0.001529,0.005453,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-17 00:00:00+00:00,0.005453,0.01122,-0.049252,-0.041725,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-18 00:00:00+00:00,-0.041725,0.00443,-0.041725,-0.005253,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-19 00:00:00+00:00,-0.005253,0.007406,-0.010144,-0.003145,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-20 00:00:00+00:00,-0.003145,0.009562,-0.011644,0.000649,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
2023-08-21 00:00:00+00:00,0.000649,0.012557,-0.007794,-0.007738,v4,symbol_interval,1d,XRP,fr_oi_weight,futures/funding-rate/oi-weight-history,2026-04-24T04:27:46.774176+00:00
