ts,open,high,low,close,api_version,scope,interval,symbol,endpoint,path,fetched_at
2023-07-28 00:00:00+00:00,0.004201,0.011406,0.003296,0.007867,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-22T21:31:46.345963+00:00
2023-07-29 00:00:00+00:00,0.007867,0.010628,0.001977,0.006525,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-23T01:08:26.960988+00:00
2023-07-30 00:00:00+00:00,0.006525,0.009871,-3e-06,0.000916,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-07-31 00:00:00+00:00,0.000916,0.010631,0.000916,0.006174,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-01 00:00:00+00:00,0.006174,0.012793,0.002264,0.008983,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-02 00:00:00+00:00,0.008983,0.012242,0.006849,0.009717,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-03 00:00:00+00:00,0.009717,0.01476,0.004814,0.00911,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-04 00:00:00+00:00,0.00911,0.01106,0.002355,0.005417,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-05 00:00:00+00:00,0.005417,0.01326,0.005417,0.009964,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-06 00:00:00+00:00,0.009964,0.011426,0.006362,0.01048,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-07 00:00:00+00:00,0.01048,0.012067,0.006756,0.009981,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-08 00:00:00+00:00,0.009981,0.009981,-0.000317,0.005201,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-09 00:00:00+00:00,0.005201,0.010858,0.003401,0.010211,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
2023-08-10 00:00:00+00:00,0.010211,0.012575,0.005027,0.008485,v4,symbol_interval,1d,BTC,fr_vol_weight,futures/funding-rate/vol-weight-history,2026-04-24T04:28:09.472620+00:00
